Wavelength,I,Incrament,,Ambient air
433.6828,0.404,,,
433.68285,0.40392,,,
433.6829,0.40388,,,
433.68295,0.40425,,,
433.683,0.40392,,,
433.68305,0.40392,,,
433.6831,0.40402,,,
433.68315,0.4041,,,
433.6832,0.40404,,,
433.68325,0.40404,,,
433.6833,0.40408,,,
433.68335,0.404,,,
433.6834,0.40419,,,
433.68345,0.40415,,,
433.6835,0.40402,,,
433.68355,0.40404,,,
433.6836,0.40421,,,
433.68365,0.40419,,,
433.6837,0.40406,,,
433.68375,0.40408,,,
433.6838,0.40402,,,
433.68385,0.40406,,,
433.6839,0.40398,,,
433.68395,0.40417,,,
433.684,0.40408,,,
433.68405,0.40394,,,
433.6841,0.40402,,,
433.68415,0.40406,,,
433.6842,0.40408,,,
433.68425,0.40398,,,
433.6843,0.40404,,,
433.68435,0.40419,,,
433.6844,0.40406,,,
433.68445,0.404,,,
433.6845,0.40394,,,
433.68455,0.40388,,,
433.6846,0.40406,,,
433.68465,0.40404,,,
433.6847,0.40429,,,
433.68475,0.40404,,,
433.6848,0.40404,,,
433.68485,0.40398,,,
433.6849,0.40406,,,
433.68495,0.40406,,,
433.685,0.40404,,,
433.68505,0.40413,,,
433.6851,0.40372,,,
433.68515,0.40404,,,
433.6852,0.404,,,
433.68525,0.404,,,
433.6853,0.404,,,
433.68535,0.40396,,,
433.6854,0.40396,,,
433.68545,0.40392,,,
433.6855,0.40419,,,
433.68555,0.40417,,,
433.6856,0.40421,,,
433.68565,0.40415,,,
433.6857,0.40382,,,
433.68575,0.404,,,
433.6858,0.404,,,
433.68585,0.40398,,,
433.6859,0.40402,,,
433.68595,0.40421,,,
433.686,0.4039,,,
433.68605,0.40408,,,
433.6861,0.40398,,,
433.68615,0.40413,,,
433.6862,0.40394,,,
433.68625,0.40402,,,
433.6863,0.40421,,,
433.68635,0.40394,,,
433.6864,0.40396,,,
433.68645,0.40413,,,
433.6865,0.4039,,,
433.68655,0.40415,,,
433.6866,0.40408,,,
433.68665,0.4041,,,
433.6867,0.40398,,,
433.68675,0.40423,,,
433.6868,0.40408,,,
433.68685,0.40441,,,
433.6869,0.404,,,
433.68695,0.4038,,,
433.687,0.4041,,,
433.68705,0.40419,,,
433.6871,0.40435,,,
433.68715,0.40413,,,
433.6872,0.40388,,,
433.68725,0.40398,,,
433.6873,0.40392,,,
433.68735,0.40406,,,
433.6874,0.40415,,,
433.68745,0.40394,,,
433.6875,0.4041,,,
433.68755,0.40402,,,
433.6876,0.40423,,,
433.68765,0.40413,,,
433.6877,0.40408,,,
433.68775,0.40431,,,
433.6878,0.40413,,,
433.68785,0.40406,,,
433.6879,0.40415,,,
433.68795,0.40404,,,
433.688,0.40402,,,
433.68805,0.40435,,,
433.6881,0.40402,,,
433.68815,0.404,,,
433.6882,0.40431,,,
433.68825,0.40406,,,
433.6883,0.40419,,,
433.68835,0.40398,,,
433.6884,0.40408,,,
433.68845,0.4041,,,
433.6885,0.40419,,,
433.68855,0.40382,,,
433.6886,0.40388,,,
433.68865,0.40384,,,
433.6887,0.40413,,,
433.68875,0.40406,,,
433.6888,0.40417,,,
433.68885,0.40404,,,
433.6889,0.40415,,,
433.68895,0.40419,,,
433.689,0.40398,,,
433.68905,0.40402,,,
433.6891,0.40447,,,
433.68915,0.40402,,,
433.6892,0.40402,,,
433.68925,0.40423,,,
433.6893,0.40427,,,
433.68935,0.4039,,,
433.6894,0.40415,,,
433.68945,0.40394,,,
433.6895,0.40417,,,
433.68955,0.40404,,,
433.6896,0.40402,,,
433.68965,0.40417,,,
433.6897,0.40415,,,
433.68975,0.40425,,,
433.6898,0.40415,,,
433.68985,0.40421,,,
433.6899,0.40415,,,
433.68995,0.40406,,,
433.69,0.40423,,,
433.69005,0.40404,,,
433.6901,0.40413,,,
433.69015,0.40408,,,
433.6902,0.40408,,,
433.69025,0.40413,,,
433.6903,0.40396,,,
433.69035,0.404,,,
433.6904,0.40388,,,
433.69045,0.40406,,,
433.6905,0.40408,,,
433.69055,0.40415,,,
433.6906,0.40413,,,
433.69065,0.40413,,,
433.6907,0.404,,,
433.69075,0.40423,,,
433.6908,0.404,,,
433.69085,0.40415,,,
433.6909,0.40406,,,
433.69095,0.40406,,,
433.691,0.40425,,,
433.69105,0.4041,,,
433.6911,0.40406,,,
433.69115,0.40394,,,
433.6912,0.40406,,,
433.69125,0.40394,,,
433.6913,0.40402,,,
433.69135,0.40419,,,
433.6914,0.40402,,,
433.69145,0.40423,,,
433.6915,0.40429,,,
433.69155,0.40417,,,
433.6916,0.40402,,,
433.69165,0.40427,,,
433.6917,0.40423,,,
433.69175,0.40388,,,
433.6918,0.40396,,,
433.69185,0.40408,,,
433.6919,0.40406,,,
433.69195,0.404,,,
433.692,0.40408,,,
433.69205,0.40402,,,
433.6921,0.40394,,,
433.69215,0.40413,,,
433.6922,0.40398,,,
433.69225,0.4039,,,
433.6923,0.40398,,,
433.69235,0.40417,,,
433.6924,0.40392,,,
433.69245,0.4041,,,
433.6925,0.40431,,,
433.69255,0.40415,,,
433.6926,0.40415,,,
433.69265,0.40413,,,
433.6927,0.40404,,,
433.69275,0.40404,,,
433.6928,0.40404,,,
433.69285,0.4041,,,
433.6929,0.40392,,,
433.69295,0.40429,,,
433.693,0.40396,,,
433.69305,0.4039,,,
433.6931,0.40431,,,
433.69315,0.40435,,,
433.6932,0.40425,,,
433.69325,0.40425,,,
433.6933,0.40429,,,
433.69335,0.404,,,
433.6934,0.40421,,,
433.69345,0.404,,,
433.6935,0.40394,,,
433.69355,0.40423,,,
433.6936,0.40404,,,
433.69365,0.40419,,,
433.6937,0.40404,,,
433.69375,0.40408,,,
433.6938,0.40417,,,
433.69385,0.40394,,,
433.6939,0.40398,,,
433.69395,0.40402,,,
433.694,0.40406,,,
433.69405,0.40419,,,
433.6941,0.40406,,,
433.69415,0.40408,,,
433.6942,0.40394,,,
433.69425,0.40417,,,
433.6943,0.40404,,,
433.69435,0.40408,,,
433.6944,0.40417,,,
433.69445,0.40417,,,
433.6945,0.40404,,,
433.69455,0.40402,,,
433.6946,0.40417,,,
433.69465,0.40413,,,
433.6947,0.40437,,,
433.69475,0.40408,,,
433.6948,0.40425,,,
433.69485,0.404,,,
433.6949,0.40421,,,
433.69495,0.40417,,,
433.695,0.40415,,,
433.69505,0.40406,,,
433.6951,0.40423,,,
433.69515,0.40408,,,
433.6952,0.40408,,,
433.69525,0.40408,,,
433.6953,0.40402,,,
433.69535,0.40406,,,
433.6954,0.40394,,,
433.69545,0.40404,,,
433.6955,0.40408,,,
433.69555,0.40423,,,
433.6956,0.4039,,,
433.69565,0.404,,,
433.6957,0.40406,,,
433.69575,0.40413,,,
433.6958,0.40392,,,
433.69585,0.40406,,,
433.6959,0.4041,,,
433.69595,0.40392,,,
433.696,0.40408,,,
433.69605,0.40423,,,
433.6961,0.40404,,,
433.69615,0.40382,,,
433.6962,0.40413,,,
433.69625,0.404,,,
433.6963,0.40392,,,
433.69635,0.40394,,,
433.6964,0.40431,,,
433.69645,0.40398,,,
433.6965,0.40388,,,
433.69655,0.40394,,,
433.6966,0.404,,,
433.69665,0.40398,,,
433.6967,0.40431,,,
433.69675,0.40421,,,
433.6968,0.404,,,
433.69685,0.40406,,,
433.6969,0.404,,,
433.69695,0.40406,,,
433.697,0.40413,,,
433.69705,0.4038,,,
433.6971,0.40417,,,
433.69715,0.4041,,,
433.6972,0.40398,,,
433.69725,0.40398,,,
433.6973,0.40435,,,
433.69735,0.40396,,,
433.6974,0.404,,,
433.69745,0.40421,,,
433.6975,0.40398,,,
433.69755,0.40402,,,
433.6976,0.40419,,,
433.69765,0.40406,,,
433.6977,0.40402,,,
433.69775,0.40417,,,
433.6978,0.40404,,,
433.69785,0.40415,,,
433.6979,0.40406,,,
433.69795,0.404,,,
433.698,0.40406,,,
433.69805,0.4041,,,
433.6981,0.40406,,,
433.69815,0.40408,,,
433.6982,0.4041,,,
433.69825,0.40398,,,
433.6983,0.40441,,,
433.69835,0.40406,,,
433.6984,0.40402,,,
433.69845,0.40404,,,
433.6985,0.40394,,,
433.69855,0.4041,,,
433.6986,0.40423,,,
433.69865,0.404,,,
433.6987,0.40435,,,
433.69875,0.40419,,,
433.6988,0.4041,,,
433.69885,0.40417,,,
433.6989,0.40406,,,
433.69895,0.40431,,,
433.699,0.40392,,,
433.69905,0.40408,,,
433.6991,0.4039,,,
433.69915,0.40445,,,
433.6992,0.40435,,,
433.69925,0.40435,,,
433.6993,0.40427,,,
433.69935,0.40417,,,
433.6994,0.40398,,,
433.69945,0.40394,,,
433.6995,0.40437,,,
433.69955,0.40415,,,
433.6996,0.40415,,,
433.69965,0.40392,,,
433.6997,0.40408,,,
433.69975,0.40439,,,
433.6998,0.4041,,,
433.69985,0.40413,,,
433.6999,0.404,,,
433.69995,0.40406,,,
433.7,0.40443,,,
433.70005,0.40408,,,
433.7001,0.40392,,,
433.70015,0.40404,,,
433.7002,0.40431,,,
433.70025,0.40419,,,
433.7003,0.40421,,,
433.70035,0.40427,,,
433.7004,0.40437,,,
433.70045,0.40417,,,
433.7005,0.40433,,,
433.70055,0.40398,,,
433.7006,0.40396,,,
433.70065,0.40394,,,
433.7007,0.40431,,,
433.70075,0.4041,,,
433.7008,0.40406,,,
433.70085,0.40398,,,
433.7009,0.40435,,,
433.70095,0.4039,,,
433.701,0.40425,,,
433.70105,0.40406,,,
433.7011,0.404,,,
433.70115,0.404,,,
433.7012,0.40408,,,
433.70125,0.4041,,,
433.7013,0.40415,,,
433.70135,0.40404,,,
433.7014,0.40417,,,
433.70145,0.40421,,,
433.7015,0.40427,,,
433.70155,0.40413,,,
433.7016,0.40415,,,
433.70165,0.40413,,,
433.7017,0.40415,,,
433.70175,0.40402,,,
433.7018,0.40419,,,
433.70185,0.40408,,,
433.7019,0.40408,,,
433.70195,0.40425,,,
433.702,0.40417,,,
433.70205,0.40398,,,
433.7021,0.40427,,,
433.70215,0.40408,,,
433.7022,0.40398,,,
433.70225,0.40404,,,
433.7023,0.40419,,,
433.70235,0.404,,,
433.7024,0.40431,,,
433.70245,0.40427,,,
433.7025,0.40413,,,
433.70255,0.40443,,,
433.7026,0.40427,,,
433.70265,0.40437,,,
433.7027,0.40419,,,
433.70275,0.40429,,,
433.7028,0.40392,,,
433.70285,0.40413,,,
433.7029,0.40413,,,
433.70295,0.40433,,,
433.703,0.40398,,,
433.70305,0.40435,,,
433.7031,0.40435,,,
433.70315,0.40439,,,
433.7032,0.40421,,,
433.70325,0.40396,,,
433.7033,0.4041,,,
433.70335,0.40429,,,
433.7034,0.4041,,,
433.70345,0.40421,,,
433.7035,0.40408,,,
433.70355,0.40388,,,
433.7036,0.40408,,,
433.70365,0.40423,,,
433.7037,0.40425,,,
433.70375,0.40415,,,
433.7038,0.40406,,,
433.70385,0.40408,,,
433.7039,0.40396,,,
433.70395,0.40388,,,
433.704,0.40413,,,
433.70405,0.40415,,,
433.7041,0.40443,,,
433.70415,0.40425,,,
433.7042,0.40419,,,
433.70425,0.40408,,,
433.7043,0.40398,,,
433.70435,0.40396,,,
433.7044,0.40453,,,
433.70445,0.40419,,,
433.7045,0.4041,,,
433.70455,0.40427,,,
433.7046,0.40443,,,
433.70465,0.40398,,,
433.7047,0.40408,,,
433.70475,0.40417,,,
433.7048,0.40415,,,
433.70485,0.40433,,,
433.7049,0.40408,,,
433.70495,0.40413,,,
433.705,0.40415,,,
433.70505,0.40396,,,
433.7051,0.40404,,,
433.70515,0.40431,,,
433.7052,0.40415,,,
433.70525,0.40415,,,
433.7053,0.40398,,,
433.70535,0.40398,,,
433.7054,0.4041,,,
433.70545,0.40439,,,
433.7055,0.40427,,,
433.70555,0.404,,,
433.7056,0.40427,,,
433.70565,0.40417,,,
433.7057,0.40425,,,
433.70575,0.40427,,,
433.7058,0.40429,,,
433.70585,0.40419,,,
433.7059,0.404,,,
433.70595,0.40445,,,
433.706,0.40441,,,
433.70605,0.40419,,,
433.7061,0.40427,,,
433.70615,0.40431,,,
433.7062,0.40425,,,
433.70625,0.40415,,,
433.7063,0.40425,,,
433.70635,0.40441,,,
433.7064,0.40408,,,
433.70645,0.40425,,,
433.7065,0.4041,,,
433.70655,0.40427,,,
433.7066,0.40431,,,
433.70665,0.40406,,,
433.7067,0.40419,,,
433.70675,0.40413,,,
433.7068,0.4041,,,
433.70685,0.40419,,,
433.7069,0.40406,,,
433.70695,0.40408,,,
433.707,0.40421,,,
433.70705,0.40406,,,
433.7071,0.40419,,,
433.70715,0.40406,,,
433.7072,0.40427,,,
433.70725,0.40417,,,
433.7073,0.40437,,,
433.70735,0.40415,,,
433.7074,0.40425,,,
433.70745,0.40427,,,
433.7075,0.40427,,,
433.70755,0.40433,,,
433.7076,0.40415,,,
433.70765,0.40429,,,
433.7077,0.40408,,,
433.70775,0.40427,,,
433.7078,0.40408,,,
433.70785,0.40433,,,
433.7079,0.40439,,,
433.70795,0.40419,,,
433.708,0.40443,,,
433.70805,0.40421,,,
433.7081,0.40415,,,
433.70815,0.40421,,,
433.7082,0.40406,,,
433.70825,0.40437,,,
433.7083,0.40425,,,
433.70835,0.40402,,,
433.7084,0.40425,,,
433.70845,0.40415,,,
433.7085,0.40419,,,
433.70855,0.40425,,,
433.7086,0.40413,,,
433.70865,0.40427,,,
433.7087,0.40427,,,
433.70875,0.40421,,,
433.7088,0.40421,,,
433.70885,0.40417,,,
433.7089,0.40406,,,
433.70895,0.40461,,,
433.709,0.40453,,,
433.70905,0.40439,,,
433.7091,0.40429,,,
433.70915,0.40417,,,
433.7092,0.40427,,,
433.70925,0.40419,,,
433.7093,0.40413,,,
433.70935,0.40467,,,
433.7094,0.40431,,,
433.70945,0.40435,,,
433.7095,0.4039,,,
433.70955,0.40427,,,
433.7096,0.40457,,,
433.70965,0.40413,,,
433.7097,0.40431,,,
433.70975,0.40419,,,
433.7098,0.40429,,,
433.70985,0.40413,,,
433.7099,0.40419,,,
433.70995,0.40443,,,
433.71,0.40413,,,
433.71005,0.40453,,,
433.7101,0.40451,,,
433.71015,0.40431,,,
433.7102,0.40388,,,
433.71025,0.40431,,,
433.7103,0.40451,,,
433.71035,0.40427,,,
433.7104,0.40476,,,
433.71045,0.40461,,,
433.7105,0.40421,,,
433.71055,0.404,,,
433.7106,0.40429,,,
433.71065,0.40408,,,
433.7107,0.40429,,,
433.71075,0.40402,,,
433.7108,0.40415,,,
433.71085,0.40433,,,
433.7109,0.40449,,,
433.71095,0.40439,,,
433.711,0.40398,,,
433.71105,0.40457,,,
433.7111,0.40443,,,
433.71115,0.40419,,,
433.7112,0.40408,,,
433.71125,0.40421,,,
433.7113,0.40419,,,
433.71135,0.4041,,,
433.7114,0.40433,,,
433.71145,0.40429,,,
433.7115,0.40439,,,
433.71155,0.40427,,,
433.7116,0.40447,,,
433.71165,0.40435,,,
433.7117,0.40427,,,
433.71175,0.40443,,,
433.7118,0.40459,,,
433.71185,0.40449,,,
433.7119,0.40433,,,
433.71195,0.40404,,,
433.712,0.40463,,,
433.71205,0.4041,,,
433.7121,0.40465,,,
433.71215,0.40431,,,
433.7122,0.40408,,,
433.71225,0.40457,,,
433.7123,0.40437,,,
433.71235,0.40406,,,
433.7124,0.40433,,,
433.71245,0.40417,,,
433.7125,0.40459,,,
433.71255,0.40435,,,
433.7126,0.40433,,,
433.71265,0.40413,,,
433.7127,0.40425,,,
433.71275,0.40449,,,
433.7128,0.40421,,,
433.71285,0.40451,,,
433.7129,0.40451,,,
433.71295,0.40443,,,
433.713,0.40431,,,
433.71305,0.40449,,,
433.7131,0.40427,,,
433.71315,0.40443,,,
433.7132,0.40433,,,
433.71325,0.40435,,,
433.7133,0.40402,,,
433.71335,0.40441,,,
433.7134,0.40443,,,
433.71345,0.40439,,,
433.7135,0.40451,,,
433.71355,0.40441,,,
433.7136,0.40431,,,
433.71365,0.40415,,,
433.7137,0.40431,,,
433.71375,0.40463,,,
433.7138,0.40425,,,
433.71385,0.40421,,,
433.7139,0.40441,,,
433.71395,0.40435,,,
433.714,0.40404,,,
433.71405,0.40443,,,
433.7141,0.40419,,,
433.71415,0.40415,,,
433.7142,0.40453,,,
433.71425,0.40441,,,
433.7143,0.40451,,,
433.71435,0.40423,,,
433.7144,0.40445,,,
433.71445,0.4041,,,
433.7145,0.40433,,,
433.71455,0.40425,,,
433.7146,0.40419,,,
433.71465,0.40447,,,
433.7147,0.40441,,,
433.71475,0.40429,,,
433.7148,0.40423,,,
433.71485,0.40425,,,
433.7149,0.40435,,,
433.71495,0.40445,,,
433.715,0.40429,,,
433.71505,0.40455,,,
433.7151,0.40437,,,
433.71515,0.40413,,,
433.7152,0.40431,,,
433.71525,0.40461,,,
433.7153,0.40439,,,
433.71535,0.40423,,,
433.7154,0.40447,,,
433.71545,0.40415,,,
433.7155,0.40415,,,
433.71555,0.40433,,,
433.7156,0.40429,,,
433.71565,0.40427,,,
433.7157,0.40455,,,
433.71575,0.40457,,,
433.7158,0.40427,,,
433.71585,0.40425,,,
433.7159,0.40429,,,
433.71595,0.40443,,,
433.716,0.40429,,,
433.71605,0.40425,,,
433.7161,0.40439,,,
433.71615,0.40465,,,
433.7162,0.40443,,,
433.71625,0.40439,,,
433.7163,0.40469,,,
433.71635,0.40419,,,
433.7164,0.40439,,,
433.71645,0.40433,,,
433.7165,0.40419,,,
433.71655,0.40441,,,
433.7166,0.40431,,,
433.71665,0.40439,,,
433.7167,0.40417,,,
433.71675,0.40404,,,
433.7168,0.40445,,,
433.71685,0.40441,,,
433.7169,0.40406,,,
433.71695,0.40435,,,
433.717,0.4041,,,
433.71705,0.40421,,,
433.7171,0.40441,,,
433.71715,0.40439,,,
433.7172,0.40423,,,
433.71725,0.40459,,,
433.7173,0.40415,,,
433.71735,0.4041,,,
433.7174,0.40413,,,
433.71745,0.40427,,,
433.7175,0.40447,,,
433.71755,0.40402,,,
433.7176,0.40427,,,
433.71765,0.40419,,,
433.7177,0.4041,,,
433.71775,0.40431,,,
433.7178,0.40425,,,
433.71785,0.40449,,,
433.7179,0.40425,,,
433.71795,0.40443,,,
433.718,0.40429,,,
433.71805,0.40435,,,
433.7181,0.40435,,,
433.71815,0.40423,,,
433.7182,0.40474,,,
433.71825,0.40417,,,
433.7183,0.40425,,,
433.71835,0.40455,,,
433.7184,0.40419,,,
433.71845,0.40435,,,
433.7185,0.40465,,,
433.71855,0.40429,,,
433.7186,0.40423,,,
433.71865,0.4041,,,
433.7187,0.40431,,,
433.71875,0.40419,,,
433.7188,0.40427,,,
433.71885,0.40431,,,
433.7189,0.40425,,,
433.71895,0.40402,,,
433.719,0.40421,,,
433.71905,0.40435,,,
433.7191,0.40439,,,
433.71915,0.40435,,,
433.7192,0.40439,,,
433.71925,0.40421,,,
433.7193,0.40437,,,
433.71935,0.40441,,,
433.7194,0.40408,,,
433.71945,0.40463,,,
433.7195,0.40402,,,
433.71955,0.40433,,,
433.7196,0.40402,,,
433.71965,0.40433,,,
433.7197,0.40433,,,
433.71975,0.40437,,,
433.7198,0.40435,,,
433.71985,0.40425,,,
433.7199,0.40433,,,
433.71995,0.40421,,,
433.72,0.40431,,,
433.72005,0.4041,,,
433.7201,0.40455,,,
433.72015,0.40415,,,
433.7202,0.40451,,,
433.72025,0.40415,,,
433.7203,0.40419,,,
433.72035,0.40441,,,
433.7204,0.40453,,,
433.72045,0.40443,,,
433.7205,0.40419,,,
433.72055,0.40419,,,
433.7206,0.40402,,,
433.72065,0.40425,,,
433.7207,0.40419,,,
433.72075,0.40429,,,
433.7208,0.40451,,,
433.72085,0.40443,,,
433.7209,0.40435,,,
433.72095,0.40421,,,
433.721,0.40443,,,
433.72105,0.40439,,,
433.7211,0.40439,,,
433.72115,0.40419,,,
433.7212,0.40419,,,
433.72125,0.40461,,,
433.7213,0.40413,,,
433.72135,0.40461,,,
433.7214,0.40447,,,
433.72145,0.40417,,,
433.7215,0.40433,,,
433.72155,0.40423,,,
433.7216,0.40425,,,
433.72165,0.40396,,,
433.7217,0.40413,,,
433.72175,0.40427,,,
433.7218,0.40437,,,
433.72185,0.40445,,,
433.7219,0.40415,,,
433.72195,0.40396,,,
433.722,0.40406,,,
433.72205,0.40459,,,
433.7221,0.40433,,,
433.72215,0.40423,,,
433.7222,0.40404,,,
433.72225,0.40441,,,
433.7223,0.40419,,,
433.72235,0.40441,,,
433.7224,0.40429,,,
433.72245,0.40423,,,
433.7225,0.40435,,,
433.72255,0.40406,,,
433.7226,0.40396,,,
433.72265,0.40419,,,
433.7227,0.40429,,,
433.72275,0.40413,,,
433.7228,0.40417,,,
433.72285,0.40413,,,
433.7229,0.40429,,,
433.72295,0.40415,,,
433.723,0.40402,,,
433.72305,0.40435,,,
433.7231,0.40429,,,
433.72315,0.40429,,,
433.7232,0.40433,,,
433.72325,0.40429,,,
433.7233,0.40431,,,
433.72335,0.40431,,,
433.7234,0.40425,,,
433.72345,0.40427,,,
433.7235,0.40421,,,
433.72355,0.40427,,,
433.7236,0.40415,,,
433.72365,0.40423,,,
433.7237,0.40398,,,
433.72375,0.40419,,,
433.7238,0.40398,,,
433.72385,0.40427,,,
433.7239,0.40431,,,
433.72395,0.40427,,,
433.724,0.40406,,,
