Wavelength,I
485.74015,0.40422
485.7402,0.40438
485.74025,0.40438
485.7403,0.40434
485.74035,0.40436
485.7404,0.40428
485.74045,0.40417
485.7405,0.40425
485.74055,0.40416
485.7406,0.4043
485.74065,0.40428
485.7407,0.40432
485.74075,0.40433
485.7408,0.40444
485.74085,0.40423
485.7409,0.40411
485.74095,0.40414
485.741,0.40421
485.74105,0.4043
485.7411,0.40421
485.74115,0.40423
485.7412,0.40406
485.74125,0.40426
485.7413,0.40425
485.74135,0.40426
485.7414,0.40432
485.74145,0.40413
485.7415,0.40415
485.74155,0.4042
485.7416,0.40448
485.74165,0.40434
485.7417,0.40428
485.74175,0.40426
485.7418,0.40419
485.74185,0.40425
485.7419,0.40421
485.74195,0.40428
485.742,0.40426
485.74205,0.40427
485.7421,0.40431
485.74215,0.40428
485.7422,0.40417
485.74225,0.40428
485.7423,0.40434
485.74235,0.40441
485.7424,0.40433
485.74245,0.40431
485.7425,0.40425
485.74255,0.40416
485.7426,0.40438
485.74265,0.40414
485.7427,0.40419
485.74275,0.40426
485.7428,0.40421
485.74285,0.40426
485.7429,0.40426
485.74295,0.4042
485.743,0.40426
485.74305,0.40421
485.7431,0.40414
485.74315,0.40422
485.7432,0.40417
485.74325,0.40422
485.7433,0.40421
485.74335,0.40425
485.7434,0.40436
485.74345,0.40404
485.7435,0.40428
485.74355,0.40428
485.7436,0.40432
485.74365,0.40416
485.7437,0.40431
485.74375,0.40417
485.7438,0.4042
485.74385,0.40428
485.7439,0.40427
485.74395,0.4042
485.744,0.40416
485.74405,0.40436
485.7441,0.40428
485.74415,0.40414
485.7442,0.40423
485.74425,0.40411
485.7443,0.4041
485.74435,0.40432
485.7444,0.40428
485.74445,0.40419
485.7445,0.40413
485.74455,0.40423
485.7446,0.40421
485.74465,0.40416
485.7447,0.4043
485.74475,0.40433
485.7448,0.40427
485.74485,0.40414
485.7449,0.40428
485.74495,0.40416
485.745,0.4042
485.74505,0.40419
485.7451,0.4042
485.74515,0.40433
485.7452,0.40433
485.74525,0.40436
485.7453,0.40411
485.74535,0.40425
485.7454,0.40425
485.74545,0.40428
485.7455,0.40422
485.74555,0.40432
485.7456,0.40431
485.74565,0.40423
485.7457,0.40421
485.74575,0.40419
485.7458,0.40421
485.74585,0.40425
485.7459,0.4043
485.74595,0.40423
485.746,0.40421
485.74605,0.40433
485.7461,0.40445
485.74615,0.40437
485.7462,0.4042
485.74625,0.40438
485.7463,0.40434
485.74635,0.40422
485.7464,0.40421
485.74645,0.40421
485.7465,0.40427
485.74655,0.40414
485.7466,0.40426
485.74665,0.40415
485.7467,0.40432
485.74675,0.40419
485.7468,0.40437
485.74685,0.40423
485.7469,0.4042
485.74695,0.40421
485.747,0.40431
485.74705,0.4042
485.7471,0.40431
485.74715,0.40423
485.7472,0.40419
485.74725,0.40428
485.7473,0.40426
485.74735,0.40443
485.7474,0.40426
485.74745,0.4042
485.7475,0.40427
485.74755,0.40428
485.7476,0.40419
485.74765,0.40426
485.7477,0.40419
485.74775,0.40417
485.7478,0.4043
485.74785,0.40425
485.7479,0.40425
485.74795,0.40432
485.748,0.4043
485.74805,0.40423
485.7481,0.40436
485.74815,0.40438
485.7482,0.40417
485.74825,0.40427
485.7483,0.40425
485.74835,0.40419
485.7484,0.40426
485.74845,0.40423
485.7485,0.40434
485.74855,0.40443
485.7486,0.40432
485.74865,0.4043
485.7487,0.40414
485.74875,0.40414
485.7488,0.40416
485.74885,0.40425
485.7489,0.40413
485.74895,0.40441
485.749,0.40425
485.74905,0.40408
485.7491,0.40447
485.74915,0.40436
485.7492,0.40414
485.74925,0.40425
485.7493,0.40422
485.74935,0.40432
485.7494,0.40426
485.74945,0.40425
485.7495,0.40434
485.74955,0.40432
485.7496,0.40427
485.74965,0.40415
485.7497,0.4041
485.74975,0.40416
485.7498,0.40419
485.74985,0.4043
485.7499,0.40431
485.74995,0.40432
485.75,0.40416
485.75005,0.40416
485.7501,0.40422
485.75015,0.40426
485.7502,0.40426
485.75025,0.4043
485.7503,0.40422
485.75035,0.40428
485.7504,0.40421
485.75045,0.40434
485.7505,0.4043
485.75055,0.4042
485.7506,0.40426
485.75065,0.40416
485.7507,0.40422
485.75075,0.40426
485.7508,0.40425
485.75085,0.40409
485.7509,0.40417
485.75095,0.4042
485.751,0.40431
485.75105,0.40425
485.7511,0.40421
485.75115,0.40444
485.7512,0.40428
485.75125,0.40434
485.7513,0.40421
485.75135,0.40422
485.7514,0.40426
485.75145,0.40433
485.7515,0.40425
485.75155,0.4043
485.7516,0.40423
485.75165,0.40408
485.7517,0.4042
485.75175,0.40421
485.7518,0.40431
485.75185,0.4042
485.7519,0.4042
485.75195,0.40419
485.752,0.40436
485.75205,0.40431
485.7521,0.40419
485.75215,0.40442
485.7522,0.40421
485.75225,0.40434
485.7523,0.40426
485.75235,0.40422
485.7524,0.40436
485.75245,0.4043
485.7525,0.40416
485.75255,0.40421
485.7526,0.40423
485.75265,0.40437
485.7527,0.40432
485.75275,0.40437
485.7528,0.4042
485.75285,0.4041
485.7529,0.40442
485.75295,0.40428
485.753,0.40432
485.75305,0.40428
485.7531,0.40432
485.75315,0.40421
485.7532,0.40433
485.75325,0.40423
485.7533,0.40421
485.75335,0.40423
485.7534,0.40427
485.75345,0.40439
485.7535,0.4042
485.75355,0.4041
485.7536,0.40415
485.75365,0.40437
485.7537,0.40421
485.75375,0.40433
485.7538,0.40425
485.75385,0.40426
485.7539,0.40417
485.75395,0.40422
485.754,0.40421
485.75405,0.40421
485.7541,0.40428
485.75415,0.40408
485.7542,0.4041
485.75425,0.40425
485.7543,0.40414
485.75435,0.40439
485.7544,0.40425
485.75445,0.40442
485.7545,0.40436
485.75455,0.4043
485.7546,0.40411
485.75465,0.40419
485.7547,0.40443
485.75475,0.40448
485.7548,0.40426
485.75485,0.40423
485.7549,0.4043
485.75495,0.40421
485.755,0.40428
485.75505,0.40425
485.7551,0.40425
485.75515,0.40428
485.7552,0.40413
485.75525,0.40428
485.7553,0.40421
485.75535,0.40425
485.7554,0.40422
485.75545,0.40423
485.7555,0.40432
485.75555,0.40413
485.7556,0.40433
485.75565,0.40441
485.7557,0.40416
485.75575,0.40439
485.7558,0.40426
485.75585,0.40413
485.7559,0.40404
485.75595,0.4042
485.756,0.40417
485.75605,0.40427
485.7561,0.40425
485.75615,0.40427
485.7562,0.40427
485.75625,0.40436
485.7563,0.40425
485.75635,0.40421
485.7564,0.40425
485.75645,0.40422
485.7565,0.40427
485.75655,0.40427
485.7566,0.40422
485.75665,0.40428
485.7567,0.40426
485.75675,0.40416
485.7568,0.40423
485.75685,0.40417
485.7569,0.40414
485.75695,0.40417
485.757,0.40426
485.75705,0.40428
485.7571,0.40427
485.75715,0.40419
485.7572,0.40428
485.75725,0.40422
485.7573,0.40436
485.75735,0.40411
485.7574,0.40425
485.75745,0.40421
485.7575,0.40431
485.75755,0.40422
485.7576,0.40425
485.75765,0.40405
485.7577,0.40426
485.75775,0.40422
485.7578,0.40427
485.75785,0.4042
485.7579,0.40421
485.75795,0.40422
485.758,0.40426
485.75805,0.4042
485.7581,0.40426
485.75815,0.40417
485.7582,0.40441
485.75825,0.40431
485.7583,0.40432
485.75835,0.40428
485.7584,0.40437
485.75845,0.4041
485.7585,0.40439
485.75855,0.40416
485.7586,0.4043
485.75865,0.40425
485.7587,0.40421
485.75875,0.40423
485.7588,0.40436
485.75885,0.40421
485.7589,0.40425
485.75895,0.40436
485.759,0.40416
485.75905,0.40421
485.7591,0.40421
485.75915,0.40417
485.7592,0.40426
485.75925,0.4042
485.7593,0.40417
485.75935,0.40419
485.7594,0.4041
485.75945,0.40409
485.7595,0.40427
485.75955,0.40422
485.7596,0.40417
485.75965,0.40426
485.7597,0.40443
485.75975,0.40423
485.7598,0.40427
485.75985,0.40408
485.7599,0.40421
485.75995,0.40436
485.76,0.40427
485.76005,0.40431
485.7601,0.40419
485.76015,0.40415
485.7602,0.4042
485.76025,0.40423
485.7603,0.40434
485.76035,0.40432
485.7604,0.40421
485.76045,0.40427
485.7605,0.4043
485.76055,0.40432
485.7606,0.40434
485.76065,0.40426
485.7607,0.40425
485.76075,0.4043
485.7608,0.40413
485.76085,0.40421
485.7609,0.4043
485.76095,0.40434
485.761,0.40434
485.76105,0.4043
485.7611,0.4043
485.76115,0.40426
485.7612,0.4042
485.76125,0.40428
485.7613,0.40421
485.76135,0.40423
485.7614,0.40428
485.76145,0.40427
485.7615,0.4042
485.76155,0.40414
485.7616,0.40434
485.76165,0.40425
485.7617,0.40436
485.76175,0.40421
485.7618,0.40434
485.76185,0.40428
485.7619,0.40436
485.76195,0.40436
485.762,0.40436
485.76205,0.40434
485.7621,0.40422
485.76215,0.40426
485.7622,0.40417
485.76225,0.40439
485.7623,0.40427
485.76235,0.40428
485.7624,0.40437
485.76245,0.40431
485.7625,0.40427
485.76255,0.40416
485.7626,0.40441
485.76265,0.40425
485.7627,0.4043
485.76275,0.40413
485.7628,0.40427
485.76285,0.4042
485.7629,0.40437
485.76295,0.40415
485.763,0.4042
485.76305,0.4043
485.7631,0.40434
485.76315,0.40432
485.7632,0.40438
485.76325,0.40437
485.7633,0.40417
485.76335,0.40421
485.7634,0.40425
485.76345,0.40439
485.7635,0.40433
485.76355,0.40447
485.7636,0.40433
485.76365,0.40423
485.7637,0.40431
485.76375,0.40423
485.7638,0.40423
485.76385,0.40441
485.7639,0.40426
485.76395,0.40426
485.764,0.40436
485.76405,0.40428
485.7641,0.40433
485.76415,0.40417
485.7642,0.40427
485.76425,0.40434
485.7643,0.4042
485.76435,0.40421
485.7644,0.4043
485.76445,0.40426
485.7645,0.40441
485.76455,0.40431
485.7646,0.40433
485.76465,0.40426
485.7647,0.40416
485.76475,0.40416
485.7648,0.40425
485.76485,0.40427
485.7649,0.40443
485.76495,0.4043
485.765,0.40427
485.76505,0.4043
485.7651,0.4043
485.76515,0.40431
485.7652,0.40421
485.76525,0.40414
485.7653,0.40426
485.76535,0.40432
485.7654,0.40436
485.76545,0.40434
485.7655,0.40428
485.76555,0.40436
485.7656,0.40422
485.76565,0.40423
485.7657,0.40443
485.76575,0.40428
485.7658,0.40439
485.76585,0.4042
485.7659,0.40444
485.76595,0.40415
485.766,0.40448
485.76605,0.40432
485.7661,0.40423
485.76615,0.40437
485.7662,0.40447
485.76625,0.40445
485.7663,0.40421
485.76635,0.40436
485.7664,0.40431
485.76645,0.40438
485.7665,0.40436
485.76655,0.40426
485.7666,0.40436
485.76665,0.40426
485.7667,0.40434
485.76675,0.40449
485.7668,0.40425
485.76685,0.40423
485.7669,0.40423
485.76695,0.40425
485.767,0.40434
485.76705,0.40438
485.7671,0.40445
485.76715,0.40421
485.7672,0.40442
485.76725,0.40438
485.7673,0.40428
485.76735,0.40441
485.7674,0.40423
485.76745,0.40411
485.7675,0.40427
485.76755,0.40423
485.7676,0.40432
485.76765,0.4043
485.7677,0.40441
485.76775,0.40434
485.7678,0.40437
485.76785,0.40425
485.7679,0.40428
485.76795,0.40428
485.768,0.40409
485.76805,0.40421
485.7681,0.40425
485.76815,0.40417
485.7682,0.40434
485.76825,0.40423
485.7683,0.4043
485.76835,0.40423
485.7684,0.40433
485.76845,0.40439
485.7685,0.40448
485.76855,0.40422
485.7686,0.40436
485.76865,0.40428
485.7687,0.40438
485.76875,0.40438
485.7688,0.40422
485.76885,0.40437
485.7689,0.40434
485.76895,0.40425
485.769,0.40427
485.76905,0.40433
485.7691,0.40434
485.76915,0.40452
485.7692,0.40428
485.76925,0.40427
485.7693,0.40431
485.76935,0.40436
485.7694,0.40427
485.76945,0.40442
485.7695,0.40432
485.76955,0.40427
485.7696,0.40433
485.76965,0.40438
485.7697,0.40437
485.76975,0.40439
485.7698,0.40445
485.76985,0.40422
485.7699,0.40423
485.76995,0.40438
485.77,0.40425
485.77005,0.4043
485.7701,0.40423
485.77015,0.4043
485.7702,0.40441
485.77025,0.40432
485.7703,0.4043
485.77035,0.40442
485.7704,0.40428
485.77045,0.40438
485.7705,0.40425
485.77055,0.40442
485.7706,0.40444
485.77065,0.40431
485.7707,0.40447
485.77075,0.40426
485.7708,0.40448
485.77085,0.40423
485.7709,0.40422
485.77095,0.40433
485.771,0.40427
485.77105,0.40443
485.7711,0.40439
485.77115,0.40421
485.7712,0.4043
485.77125,0.40448
485.7713,0.4043
485.77135,0.40416
485.7714,0.40427
485.77145,0.40433
485.7715,0.40444
485.77155,0.40436
485.7716,0.4042
485.77165,0.40425
485.7717,0.40432
485.77175,0.40459
485.7718,0.40442
485.77185,0.40434
485.7719,0.40449
485.77195,0.40443
485.772,0.40437
485.77205,0.40447
485.7721,0.40461
485.77215,0.40443
485.7722,0.40455
485.77225,0.40431
485.7723,0.40431
485.77235,0.40442
485.7724,0.40441
485.77245,0.4042
485.7725,0.40456
485.77255,0.40426
485.7726,0.40459
485.77265,0.40442
485.7727,0.40448
485.77275,0.40456
485.7728,0.40436
485.77285,0.40467
485.7729,0.40433
485.77295,0.40428
485.773,0.40443
485.77305,0.40434
485.7731,0.40439
485.77315,0.4045
485.7732,0.40436
485.77325,0.40493
485.7733,0.40444
485.77335,0.40428
485.7734,0.40433
485.77345,0.4046
485.7735,0.40437
485.77355,0.40445
485.7736,0.40452
485.77365,0.4045
485.7737,0.40444
485.77375,0.40454
485.7738,0.40436
485.77385,0.40456
485.7739,0.40425
485.77395,0.40461
485.774,0.40438
485.77405,0.40453
485.7741,0.40444
485.77415,0.40465
485.7742,0.4045
485.77425,0.40464
485.7743,0.4046
485.77435,0.40439
485.7744,0.40466
485.77445,0.40472
485.7745,0.40427
485.77455,0.40459
485.7746,0.40466
485.77465,0.4046
485.7747,0.40466
485.77475,0.40459
485.7748,0.40469
485.77485,0.40469
485.7749,0.40476
485.77495,0.40455
485.775,0.40465
485.77505,0.40447
485.7751,0.40452
485.77515,0.4045
485.7752,0.40466
485.77525,0.40447
485.7753,0.40459
485.77535,0.40445
485.7754,0.40465
485.77545,0.40455
485.7755,0.40472
485.77555,0.4046
485.7756,0.40439
485.77565,0.4045
485.7757,0.40474
485.77575,0.40437
485.7758,0.40461
485.77585,0.40461
485.7759,0.4046
485.77595,0.40465
485.776,0.40469
485.77605,0.40461
485.7761,0.40447
485.77615,0.40442
485.7762,0.40456
485.77625,0.40488
485.7763,0.40465
485.77635,0.40461
485.7764,0.40442
485.77645,0.40467
485.7765,0.40464
485.77655,0.40483
485.7766,0.40489
485.77665,0.40472
485.7767,0.4046
485.77675,0.40464
485.7768,0.40458
485.77685,0.40474
485.7769,0.4046
485.77695,0.40466
485.777,0.40475
485.77705,0.40463
485.7771,0.40453
485.77715,0.40487
485.7772,0.4046
485.77725,0.40477
485.7773,0.40439
485.77735,0.40458
485.7774,0.40478
485.77745,0.4048
485.7775,0.40477
485.77755,0.40469
485.7776,0.40456
485.77765,0.40463
485.7777,0.40478
485.77775,0.40483
485.7778,0.40487
485.77785,0.40484
485.7779,0.40475
485.77795,0.40483
485.778,0.40472
485.77805,0.4048
485.7781,0.40467
485.77815,0.40493
485.7782,0.40469
485.77825,0.4048
485.7783,0.40474
485.77835,0.40456
485.7784,0.40444
485.77845,0.40461
485.7785,0.40474
485.77855,0.40476
485.7786,0.405
485.77865,0.40494
485.7787,0.40488
485.77875,0.40503
485.7788,0.40503
485.77885,0.40474
485.7789,0.40493
485.77895,0.40498
485.779,0.40493
485.77905,0.40498
485.7791,0.40487
485.77915,0.40482
485.7792,0.40493
485.77925,0.40465
485.7793,0.40488
485.77935,0.40478
485.7794,0.405
485.77945,0.40503
485.7795,0.40489
485.77955,0.40492
485.7796,0.40491
485.77965,0.40467
485.7797,0.40481
485.77975,0.40478
485.7798,0.40455
485.77985,0.40497
485.7799,0.40491
485.77995,0.4051
485.78,0.405
485.78005,0.40528
485.7801,0.40483
485.78015,0.40492
485.7802,0.40493
485.78025,0.40494
485.7803,0.40494
485.78035,0.40486
485.7804,0.40514
485.78045,0.40508
485.7805,0.40517
485.78055,0.40521
485.7806,0.40517
485.78065,0.40492
485.7807,0.40472
485.78075,0.40514
485.7808,0.40477
485.78085,0.40492
485.7809,0.40509
485.78095,0.40498
485.781,0.40509
485.78105,0.40505
485.7811,0.40504
485.78115,0.40484
485.7812,0.40484
485.78125,0.40495
485.7813,0.40505
485.78135,0.40505
485.7814,0.4052
485.78145,0.40516
485.7815,0.40524
485.78155,0.40526
485.7816,0.40498
485.78165,0.40492
485.7817,0.40519
485.78175,0.40525
485.7818,0.40522
485.78185,0.40528
485.7819,0.40484
485.78195,0.40504
485.782,0.40513
485.78205,0.40516
485.7821,0.40503
485.78215,0.40532
485.7822,0.4052
485.78225,0.40517
485.7823,0.4051
485.78235,0.405
485.7824,0.40508
485.78245,0.40506
485.7825,0.40517
485.78255,0.40524
485.7826,0.40519
485.78265,0.40537
485.7827,0.40528
485.78275,0.40517
485.7828,0.4051
485.78285,0.40538
485.7829,0.40508
485.78295,0.40531
485.783,0.40493
485.78305,0.40515
485.7831,0.40526
485.78315,0.40515
485.7832,0.40552
485.78325,0.40548
485.7833,0.40519
485.78335,0.40537
485.7834,0.4053
485.78345,0.40515
485.7835,0.40514
485.78355,0.4053
485.7836,0.40511
485.78365,0.40513
485.7837,0.40526
485.78375,0.40509
485.7838,0.40532
485.78385,0.40526
485.7839,0.40537
485.78395,0.40509
485.784,0.40538
485.78405,0.40566
485.7841,0.40526
485.78415,0.40532
485.7842,0.40532
485.78425,0.40554
485.7843,0.40538
485.78435,0.40524
485.7844,0.40521
485.78445,0.40559
485.7845,0.40503
485.78455,0.40538
485.7846,0.40527
485.78465,0.40561
485.7847,0.40532
485.78475,0.40544
485.7848,0.40531
485.78485,0.4055
485.7849,0.40548
485.78495,0.40545
485.785,0.40578
485.78505,0.40543
485.7851,0.40535
485.78515,0.40545
485.7852,0.40527
485.78525,0.40542
485.7853,0.40526
485.78535,0.4055
485.7854,0.40535
485.78545,0.40537
485.7855,0.40547
485.78555,0.40539
485.7856,0.40558
485.78565,0.40532
485.7857,0.4057
485.78575,0.40564
485.7858,0.40516
485.78585,0.40536
485.7859,0.40593
485.78595,0.40543
485.786,0.40564
485.78605,0.4055
485.7861,0.40553
485.78615,0.40555
485.7862,0.40558
485.78625,0.40545
485.7863,0.40547
485.78635,0.40558
485.7864,0.40553
485.78645,0.40545
485.7865,0.40553
485.78655,0.40537
485.7866,0.40537
485.78665,0.40574
485.7867,0.40536
485.78675,0.40558
485.7868,0.40527
485.78685,0.40541
485.7869,0.40549
485.78695,0.40577
485.787,0.40535
485.78705,0.40581
485.7871,0.40563
485.78715,0.4056
485.7872,0.4052
485.78725,0.40566
485.7873,0.40532
485.78735,0.40543
485.7874,0.40578
485.78745,0.4055
485.7875,0.40577
485.78755,0.40554
485.7876,0.40567
485.78765,0.40549
485.7877,0.40566
485.78775,0.40553
485.7878,0.40528
485.78785,0.40545
485.7879,0.4056
485.78795,0.40565
485.788,0.40554
485.78805,0.40552
485.7881,0.40549
485.78815,0.40566
485.7882,0.40526
485.78825,0.40578
485.7883,0.40559
485.78835,0.4053
485.7884,0.40598
485.78845,0.40619
485.7885,0.40559
485.78855,0.40544
485.7886,0.40572
485.78865,0.40586
485.7887,0.40571
485.78875,0.40552
485.7888,0.40576
485.78885,0.40556
485.7889,0.4056
485.78895,0.40578
485.789,0.40574
485.78905,0.40553
485.7891,0.40567
485.78915,0.40575
485.7892,0.40583
485.78925,0.4057
485.7893,0.40556
485.78935,0.40572
485.7894,0.4057
485.78945,0.4057
485.7895,0.40569
485.78955,0.40556
485.7896,0.40577
485.78965,0.40533
485.7897,0.4058
485.78975,0.40569
485.7898,0.40561
485.78985,0.40554
485.7899,0.40519
485.78995,0.40547
485.79,0.40571
485.79005,0.40537
485.7901,0.40577
485.79015,0.40554
485.7902,0.40563
485.79025,0.4057
485.7903,0.40552
485.79035,0.40539
485.7904,0.4058
485.79045,0.40581
485.7905,0.40576
485.79055,0.40558
485.7906,0.40538
485.79065,0.4055
485.7907,0.40548
485.79075,0.40572
485.7908,0.40554
485.79085,0.40558
485.7909,0.40564
485.79095,0.40567
485.791,0.40582
485.79105,0.40567
485.7911,0.40567
485.79115,0.40553
485.7912,0.40547
485.79125,0.40522
485.7913,0.40576
485.79135,0.4053
485.7914,0.40542
485.79145,0.40548
485.7915,0.4057
485.79155,0.40565
485.7916,0.40575
485.79165,0.40582
485.7917,0.40533
485.79175,0.40538
485.7918,0.40553
485.79185,0.40574
485.7919,0.40567
485.79195,0.40553
485.792,0.40554
485.79205,0.40552
485.7921,0.40553
485.79215,0.4055
485.7922,0.40549
485.79225,0.40559
485.7923,0.40585
485.79235,0.40576
485.7924,0.40576
485.79245,0.4055
485.7925,0.40527
485.79255,0.40565
485.7926,0.40559
485.79265,0.40558
485.7927,0.4056
485.79275,0.40548
485.7928,0.40548
485.79285,0.4053
485.7929,0.40565
485.79295,0.40563
485.793,0.40537
485.79305,0.40533
485.7931,0.40524
485.79315,0.40531
485.7932,0.40581
485.79325,0.40535
485.7933,0.40537
485.79335,0.40524
485.7934,0.40537
485.79345,0.40544
485.7935,0.40561
485.79355,0.40542
485.7936,0.40515
485.79365,0.4056
485.7937,0.40555
485.79375,0.40528
485.7938,0.40539
485.79385,0.40556
485.7939,0.40524
485.79395,0.40536
485.794,0.40525
485.79405,0.40544
485.7941,0.40539
485.79415,0.40517
485.7942,0.40531
485.79425,0.40543
485.7943,0.40539
485.79435,0.40543
485.7944,0.40571
485.79445,0.40522
485.7945,0.40528
485.79455,0.40538
485.7946,0.40504
485.79465,0.40524
485.7947,0.40527
485.79475,0.40506
485.7948,0.40508
485.79485,0.40517
485.7949,0.40504
485.79495,0.40508
485.795,0.40519
485.79505,0.40522
485.7951,0.40514
485.79515,0.40509
485.7952,0.40505
485.79525,0.40545
485.7953,0.40514
485.79535,0.40514
485.7954,0.40517
485.79545,0.40506
485.7955,0.40514
485.79555,0.40513
485.7956,0.40541
485.79565,0.40522
485.7957,0.40517
485.79575,0.40537
485.7958,0.40526
485.79585,0.40515
485.7959,0.40503
485.79595,0.40506
485.796,0.40531
485.79605,0.40515
485.7961,0.40527
485.79615,0.40491
485.7962,0.40514
485.79625,0.40509
485.7963,0.40495
485.79635,0.40499
485.7964,0.40511
485.79645,0.40488
485.7965,0.40531
485.79655,0.405
485.7966,0.40503
485.79665,0.40503
485.7967,0.40511
485.79675,0.40539
485.7968,0.40503
485.79685,0.40504
485.7969,0.40495
485.79695,0.40516
485.797,0.40504
485.79705,0.405
485.7971,0.40516
485.79715,0.40497
485.7972,0.40478
485.79725,0.40499
485.7973,0.40506
485.79735,0.40508
485.7974,0.405
485.79745,0.40493
485.7975,0.40509
485.79755,0.40472
485.7976,0.40486
485.79765,0.40477
485.7977,0.40516
485.79775,0.40482
485.7978,0.40452
485.79785,0.40492
485.7979,0.40493
485.79795,0.40482
485.798,0.40487
485.79805,0.40488
485.7981,0.40491
485.79815,0.40481
485.7982,0.40478
485.79825,0.40503
485.7983,0.4048
485.79835,0.40495
485.7984,0.40498
485.79845,0.40492
485.7985,0.40482
485.79855,0.4048
485.7986,0.40482
485.79865,0.40476
485.7987,0.40486
485.79875,0.40486
485.7988,0.40481
485.79885,0.40489
485.7989,0.40475
485.79895,0.4047
485.799,0.40486
485.79905,0.40483
485.7991,0.40482
485.79915,0.40487
485.7992,0.40474
485.79925,0.40498
485.7993,0.4046
485.79935,0.40454
485.7994,0.40472
485.79945,0.40488
485.7995,0.40494
485.79955,0.40474
485.7996,0.40463
485.79965,0.40454
485.7997,0.40474
485.79975,0.40465
485.7998,0.40464
485.79985,0.40478
485.7999,0.4047
485.79995,0.40481
485.8,0.40471
485.80005,0.40488
485.8001,0.40467
485.80015,0.40469
485.8002,0.40469
485.80025,0.40461
485.8003,0.40455
485.80035,0.40454
485.8004,0.40476
485.80045,0.40474
485.8005,0.40476
485.80055,0.40453
485.8006,0.40472
485.80065,0.40471
485.8007,0.40463
485.80075,0.40469
485.8008,0.40445
485.80085,0.40478
485.8009,0.40448
485.80095,0.40459
485.801,0.40455
485.80105,0.40456
485.8011,0.40476
485.80115,0.40452
485.8012,0.40458
485.80125,0.40449
485.8013,0.40459
485.80135,0.40453
485.8014,0.40477
485.80145,0.40483
485.8015,0.40466
485.80155,0.40452
485.8016,0.40469
485.80165,0.40463
485.8017,0.40433
485.80175,0.40449
485.8018,0.40453
485.80185,0.40458
485.8019,0.40458
485.80195,0.40439
485.802,0.40474
485.80205,0.40453
485.8021,0.40452
485.80215,0.40452
485.8022,0.40452
485.80225,0.40438
485.8023,0.40469
485.80235,0.40453
485.8024,0.40442
485.80245,0.4045
485.8025,0.4046
485.80255,0.40444
485.8026,0.40449
485.80265,0.40441
485.8027,0.40453
485.80275,0.40463
485.8028,0.40442
485.80285,0.40434
485.8029,0.40438
485.80295,0.40453
485.803,0.4047
485.80305,0.40448
485.8031,0.40455
485.80315,0.40443
485.8032,0.40425
485.80325,0.40448
485.8033,0.40456
485.80335,0.40455
485.8034,0.40433
485.80345,0.40444
485.8035,0.40443
485.80355,0.40445
485.8036,0.40447
485.80365,0.40442
485.8037,0.4045
485.80375,0.40466
485.8038,0.40432
485.80385,0.40436
485.8039,0.4043
485.80395,0.40438
485.804,0.40447
485.80405,0.40428
485.8041,0.40438
485.80415,0.40433
485.8042,0.40437
485.80425,0.40453
485.8043,0.40428
485.80435,0.40441
485.8044,0.40437
485.80445,0.40436
485.8045,0.40442
485.80455,0.40428
485.8046,0.40439
485.80465,0.40432
485.8047,0.40434
485.80475,0.40417
485.8048,0.40445
485.80485,0.40434
485.8049,0.40428
485.80495,0.40425
485.805,0.40434
485.80505,0.40433
485.8051,0.40442
485.80515,0.40428
485.8052,0.40438
485.80525,0.40438
485.8053,0.40419
485.80535,0.4043
485.8054,0.40439
485.80545,0.40433
485.8055,0.40423
485.80555,0.40449
485.8056,0.40443
485.80565,0.4043
485.8057,0.40448
485.80575,0.40425
485.8058,0.4042
485.80585,0.40421
485.8059,0.40434
485.80595,0.40431
485.806,0.40448
485.80605,0.40443
485.8061,0.4042
485.80615,0.40434
485.8062,0.40433
485.80625,0.40421
485.8063,0.40415
485.80635,0.40442
485.8064,0.40431
485.80645,0.40432
485.8065,0.40436
485.80655,0.40443
485.8066,0.40445
485.80665,0.40431
485.8067,0.40442
485.80675,0.40449
485.8068,0.40419
485.80685,0.40438
485.8069,0.40443
485.80695,0.40434
485.807,0.40437
485.80705,0.40432
485.8071,0.40432
485.80715,0.40436
485.8072,0.40431
485.80725,0.40437
485.8073,0.40416
485.80735,0.40423
485.8074,0.40426
485.80745,0.40432
485.8075,0.40422
485.80755,0.40422
485.8076,0.40423
485.80765,0.40436
485.8077,0.40431
485.80775,0.4043
485.8078,0.40419
485.80785,0.40428
485.8079,0.40421
485.80795,0.40433
485.808,0.40427
485.80805,0.4042
485.8081,0.40431
485.80815,0.40425
485.8082,0.40419
485.80825,0.40434
485.8083,0.40414
485.80835,0.40438
485.8084,0.4043
485.80845,0.40432
485.8085,0.40434
485.80855,0.40423
485.8086,0.40438
485.80865,0.40416
485.8087,0.40439
485.80875,0.40419
485.8088,0.4042
485.80885,0.40431
485.8089,0.40415
485.80895,0.40433
485.809,0.40431
485.80905,0.40423
485.8091,0.40415
485.80915,0.40437
485.8092,0.40427
485.80925,0.40423
485.8093,0.40433
485.80935,0.40413
485.8094,0.4042
485.80945,0.4042
485.8095,0.40426
485.80955,0.40428
485.8096,0.40436
485.80965,0.40425
485.8097,0.40438
485.80975,0.40421
485.8098,0.40428
485.80985,0.40425
485.8099,0.40436
485.80995,0.40431
485.81,0.40425
485.81005,0.40436
485.8101,0.40416
485.81015,0.40436
485.8102,0.40434
485.81025,0.40426
485.8103,0.40409
485.81035,0.40423
485.8104,0.40417
