Wavelength,I
485.81045,0.40427
485.8105,0.40415
485.81055,0.40428
485.8106,0.40426
485.81065,0.40437
485.8107,0.40437
485.81075,0.40417
485.8108,0.40417
485.81085,0.4042
485.8109,0.40417
485.81095,0.40426
485.811,0.40432
485.81105,0.40426
485.8111,0.40415
485.81115,0.40438
485.8112,0.40427
485.81125,0.40423
485.8113,0.40428
485.81135,0.40428
485.8114,0.40423
485.81145,0.40422
485.8115,0.40426
485.81155,0.40415
485.8116,0.40428
485.81165,0.40443
485.8117,0.40425
485.81175,0.40414
485.8118,0.40425
485.81185,0.40433
485.8119,0.40426
485.81195,0.40421
485.812,0.4042
485.81205,0.4042
485.8121,0.4042
485.81215,0.40431
485.8122,0.40422
485.81225,0.40434
485.8123,0.40419
485.81235,0.4042
485.8124,0.40434
485.81245,0.40419
485.8125,0.40425
485.81255,0.40439
485.8126,0.40432
485.81265,0.40422
485.8127,0.4043
485.81275,0.40421
485.8128,0.40422
485.81285,0.40434
485.8129,0.40427
485.81295,0.40434
485.813,0.40443
485.81305,0.40425
485.8131,0.40423
485.81315,0.40414
485.8132,0.40419
485.81325,0.40422
485.8133,0.40421
485.81335,0.4041
485.8134,0.4043
485.81345,0.40437
485.8135,0.40406
485.81355,0.40428
485.8136,0.40423
485.81365,0.40422
485.8137,0.40417
485.81375,0.40421
485.8138,0.40425
485.81385,0.40425
485.8139,0.40417
485.81395,0.40426
485.814,0.40433
485.81405,0.40419
485.8141,0.40422
485.81415,0.40406
485.8142,0.40415
485.81425,0.40423
485.8143,0.40414
485.81435,0.40419
485.8144,0.40432
485.81445,0.4041
485.8145,0.40425
485.81455,0.40411
485.8146,0.40416
485.81465,0.40413
485.8147,0.4043
485.81475,0.40416
485.8148,0.40417
485.81485,0.40416
485.8149,0.40426
485.81495,0.40422
485.815,0.40421
485.81505,0.40426
485.8151,0.40417
485.81515,0.40419
485.8152,0.40414
485.81525,0.40417
485.8153,0.40422
485.81535,0.40416
485.8154,0.40419
485.81545,0.40416
485.8155,0.40444
485.81555,0.40428
485.8156,0.40423
485.81565,0.40434
485.8157,0.40431
485.81575,0.40423
485.8158,0.40448
485.81585,0.40421
485.8159,0.4043
485.81595,0.40426
485.816,0.40423
485.81605,0.40413
485.8161,0.4041
485.81615,0.40409
485.8162,0.40416
485.81625,0.40428
485.8163,0.4043
485.81635,0.40432
485.8164,0.4042
485.81645,0.4042
485.8165,0.4042
485.81655,0.40408
485.8166,0.40432
485.81665,0.40428
485.8167,0.40421
485.81675,0.40423
485.8168,0.40425
485.81685,0.40423
485.8169,0.40431
485.81695,0.40406
485.817,0.40436
485.81705,0.40422
485.8171,0.40431
485.81715,0.40409
485.8172,0.40436
485.81725,0.40433
485.8173,0.40415
485.81735,0.40428
485.8174,0.40421
485.81745,0.40421
485.8175,0.40427
485.81755,0.40427
485.8176,0.40423
485.81765,0.40436
485.8177,0.40421
485.81775,0.40415
485.8178,0.40436
485.81785,0.40419
485.8179,0.40432
485.81795,0.40433
485.818,0.40413
485.81805,0.40438
485.8181,0.40417
485.81815,0.4041
485.8182,0.40419
485.81825,0.40428
485.8183,0.40428
485.81835,0.40431
485.8184,0.40421
485.81845,0.40419
485.8185,0.40433
485.81855,0.40417
485.8186,0.40425
485.81865,0.40413
485.8187,0.40427
485.81875,0.40427
485.8188,0.40428
485.81885,0.40411
485.8189,0.40441
485.81895,0.40416
485.819,0.40415
485.81905,0.40422
485.8191,0.40423
485.81915,0.40417
485.8192,0.4041
485.81925,0.40425
485.8193,0.40425
485.81935,0.4042
485.8194,0.40426
485.81945,0.4042
485.8195,0.40415
485.81955,0.40426
485.8196,0.40417
485.81965,0.40423
485.8197,0.40414
485.81975,0.40433
485.8198,0.40425
485.81985,0.40433
485.8199,0.40417
485.81995,0.40419
485.82,0.40423
485.82005,0.40398
485.8201,0.40427
485.82015,0.40417
485.8202,0.40423
485.82025,0.40413
485.8203,0.40411
485.82035,0.40411
485.8204,0.4043
485.82045,0.40419
485.8205,0.40423
485.82055,0.40428
485.8206,0.40422
485.82065,0.40417
485.8207,0.40425
485.82075,0.40413
485.8208,0.4042
485.82085,0.4041
485.8209,0.40428
485.82095,0.40422
485.821,0.40431
485.82105,0.40419
485.8211,0.4042
485.82115,0.4042
485.8212,0.40413
485.82125,0.40421
485.8213,0.40422
485.82135,0.40426
485.8214,0.40411
485.82145,0.40415
485.8215,0.4042
485.82155,0.40421
485.8216,0.4043
485.82165,0.40416
485.8217,0.40416
485.82175,0.40409
485.8218,0.40427
485.82185,0.40417
485.8219,0.40419
485.82195,0.40414
485.822,0.40428
485.82205,0.4042
485.8221,0.4042
485.82215,0.4042
485.8222,0.40406
485.82225,0.40428
485.8223,0.40419
485.82235,0.40426
485.8224,0.40416
485.82245,0.40419
485.8225,0.40415
485.82255,0.40426
485.8226,0.40419
485.82265,0.40414
485.8227,0.40419
485.82275,0.40419
485.8228,0.40439
485.82285,0.4042
485.8229,0.40406
485.82295,0.40414
485.823,0.4043
485.82305,0.40405
485.8231,0.4041
485.82315,0.40415
485.8232,0.40428
485.82325,0.40417
485.8233,0.4042
485.82335,0.40419
485.8234,0.40426
485.82345,0.40422
485.8235,0.40425
485.82355,0.40425
485.8236,0.40417
485.82365,0.40434
485.8237,0.40416
485.82375,0.40419
485.8238,0.40425
485.82385,0.40434
485.8239,0.40431
485.82395,0.40417
485.824,0.40413
485.82405,0.40417
485.8241,0.40428
485.82415,0.40425
485.8242,0.40427
485.82425,0.40431
485.8243,0.40419
485.82435,0.40416
485.8244,0.40427
485.82445,0.40432
485.8245,0.40422
485.82455,0.40425
485.8246,0.40416
485.82465,0.40428
485.8247,0.40425
485.82475,0.4042
485.8248,0.40423
485.82485,0.40422
485.8249,0.4042
485.82495,0.40415
485.825,0.40421
485.82505,0.40413
485.8251,0.4042
485.82515,0.40415
485.8252,0.4042
485.82525,0.40402
485.8253,0.40427
485.82535,0.40432
485.8254,0.40427
485.82545,0.40423
485.8255,0.40416
485.82555,0.40421
485.8256,0.40432
485.82565,0.4042
485.8257,0.40419
485.82575,0.40411
485.8258,0.40427
485.82585,0.40428
485.8259,0.4042
485.82595,0.40414
485.826,0.40409
485.82605,0.40413
485.8261,0.4042
485.82615,0.40411
485.8262,0.40417
485.82625,0.40416
485.8263,0.40423
485.82635,0.40415
485.8264,0.40408
485.82645,0.40416
485.8265,0.40422
485.82655,0.40432
485.8266,0.40421
485.82665,0.40414
485.8267,0.40416
485.82675,0.40416
485.8268,0.40411
485.82685,0.40416
485.8269,0.40411
485.82695,0.40414
485.827,0.40422
485.82705,0.40419
485.8271,0.40427
485.82715,0.40427
485.8272,0.4041
485.82725,0.40422
485.8273,0.4042
485.82735,0.40432
485.8274,0.40421
485.82745,0.40425
485.8275,0.40419
485.82755,0.40423
485.8276,0.40416
485.82765,0.40427
485.8277,0.40413
485.82775,0.404
485.8278,0.40409
485.82785,0.40419
485.8279,0.40423
485.82795,0.40409
485.828,0.40416
485.82805,0.40415
485.8281,0.4042
485.82815,0.40409
485.8282,0.40422
485.82825,0.40415
485.8283,0.40428
485.82835,0.40417
485.8284,0.40414
485.82845,0.40427
485.8285,0.40422
485.82855,0.40414
485.8286,0.40426
485.82865,0.40426
485.8287,0.40415
485.82875,0.40422
485.8288,0.40421
485.82885,0.40425
485.8289,0.40416
485.82895,0.40415
485.829,0.40415
485.82905,0.40422
485.8291,0.40428
485.82915,0.40427
485.8292,0.40415
485.82925,0.4043
485.8293,0.40419
485.82935,0.40421
485.8294,0.40411
485.82945,0.40419
485.8295,0.40426
485.82955,0.40419
485.8296,0.40413
485.82965,0.40416
485.8297,0.40414
485.82975,0.40414
485.8298,0.40421
485.82985,0.40414
485.8299,0.40411
485.82995,0.4042
485.83,0.40409
485.83005,0.40415
485.8301,0.4043
485.83015,0.40427
485.8302,0.40426
485.83025,0.40416
485.8303,0.40427
485.83035,0.40423
485.8304,0.40415
485.83045,0.40419
485.8305,0.40417
485.83055,0.40425
485.8306,0.40419
485.83065,0.40422
485.8307,0.40421
485.83075,0.40426
485.8308,0.40416
485.83085,0.40421
485.8309,0.40415
485.83095,0.40428
485.831,0.40422
485.83105,0.40419
485.8311,0.40426
485.83115,0.40426
485.8312,0.40417
485.83125,0.4041
485.8313,0.40425
485.83135,0.40408
485.8314,0.40419
485.83145,0.40425
485.8315,0.40419
485.83155,0.40408
485.8316,0.40423
485.83165,0.40406
485.8317,0.40422
485.83175,0.40425
485.8318,0.40411
485.83185,0.40419
485.8319,0.40421
485.83195,0.40427
485.832,0.40433
485.83205,0.4041
485.8321,0.40432
485.83215,0.40426
485.8322,0.4042
485.83225,0.40419
485.8323,0.4042
485.83235,0.40415
485.8324,0.40416
485.83245,0.4041
485.8325,0.40416
485.83255,0.40422
485.8326,0.40406
485.83265,0.4041
485.8327,0.40427
485.83275,0.40413
485.8328,0.40409
485.83285,0.40406
485.8329,0.40413
485.83295,0.40416
485.833,0.40428
485.83305,0.40427
485.8331,0.40414
485.83315,0.40408
485.8332,0.40414
485.83325,0.40425
485.8333,0.40417
485.83335,0.40419
485.8334,0.40413
485.83345,0.40419
485.8335,0.40427
485.83355,0.40421
485.8336,0.40421
485.83365,0.40414
485.8337,0.40426
485.83375,0.40419
485.8338,0.4042
485.83385,0.40415
485.8339,0.4041
485.83395,0.40417
485.834,0.40423
485.83405,0.40426
485.8341,0.40408
485.83415,0.40423
485.8342,0.40413
485.83425,0.40409
485.8343,0.40427
485.83435,0.4042
485.8344,0.4042
485.83445,0.40416
485.8345,0.40413
485.83455,0.40419
485.8346,0.40413
485.83465,0.40423
485.8347,0.40411
485.83475,0.4041
485.8348,0.40421
485.83485,0.40425
485.8349,0.40425
485.83495,0.40403
485.835,0.40415
485.83505,0.40417
485.8351,0.40413
485.83515,0.4043
485.8352,0.40404
485.83525,0.40414
485.8353,0.40422
485.83535,0.40416
485.8354,0.40417
485.83545,0.40426
485.8355,0.40416
485.83555,0.40417
485.8356,0.40413
485.83565,0.40439
485.8357,0.40416
485.83575,0.40417
485.8358,0.40425
485.83585,0.40411
485.8359,0.40414
485.83595,0.4041
485.836,0.40415
485.83605,0.40428
485.8361,0.40422
485.83615,0.40431
485.8362,0.4042
485.83625,0.40423
485.8363,0.40428
485.83635,0.40425
485.8364,0.40415
485.83645,0.40438
485.8365,0.4041
485.83655,0.40416
485.8366,0.40417
485.83665,0.40422
485.8367,0.40415
485.83675,0.40414
485.8368,0.40417
485.83685,0.40416
485.8369,0.40409
485.83695,0.40417
485.837,0.4041
485.83705,0.40415
485.8371,0.40422
485.83715,0.40419
485.8372,0.40419
485.83725,0.40426
485.8373,0.40414
485.83735,0.40408
485.8374,0.40414
485.83745,0.4042
485.8375,0.4041
485.83755,0.40409
485.8376,0.40409
485.83765,0.40414
485.8377,0.4041
485.83775,0.40403
485.8378,0.40411
485.83785,0.4043
485.8379,0.40419
485.83795,0.40414
485.838,0.4043
485.83805,0.40408
485.8381,0.40406
485.83815,0.4042
485.8382,0.40423
485.83825,0.40417
485.8383,0.40432
485.83835,0.40422
485.8384,0.40403
485.83845,0.40416
485.8385,0.40421
485.83855,0.40417
485.8386,0.40415
485.83865,0.4042
485.8387,0.40403
485.83875,0.40411
485.8388,0.40417
485.83885,0.40416
485.8389,0.40422
485.83895,0.40415
485.839,0.40405
485.83905,0.40422
485.8391,0.40421
485.83915,0.40417
485.8392,0.40428
485.83925,0.40408
485.8393,0.4041
485.83935,0.40432
485.8394,0.40425
485.83945,0.40413
485.8395,0.40421
485.83955,0.40413
485.8396,0.40409
485.83965,0.40419
485.8397,0.40421
485.83975,0.40411
485.8398,0.40421
485.83985,0.40417
485.8399,0.40426
485.83995,0.40413
485.84,0.40404
485.84005,0.40415
485.8401,0.40432
485.84015,0.4041
485.8402,0.40421
485.84025,0.40414
485.8403,0.40422
485.84035,0.40419
485.8404,0.40417
485.84045,0.40411
485.8405,0.40421
485.84055,0.4042
485.8406,0.40415
485.84065,0.40413
485.8407,0.40415
485.84075,0.40421
485.8408,0.40416
485.84085,0.4042
485.8409,0.40425
485.84095,0.40409
485.841,0.40428
485.84105,0.40416
485.8411,0.40406
485.84115,0.40411
485.8412,0.40425
485.84125,0.40406
485.8413,0.40417
485.84135,0.40408
485.8414,0.40416
485.84145,0.40423
485.8415,0.40408
485.84155,0.40405
485.8416,0.40414
485.84165,0.40423
485.8417,0.40414
485.84175,0.4042
485.8418,0.40417
485.84185,0.40414
485.8419,0.40417
485.84195,0.40408
485.842,0.40415
485.84205,0.40438
485.8421,0.40411
485.84215,0.40415
485.8422,0.40397
485.84225,0.40414
485.8423,0.4043
485.84235,0.40416
485.8424,0.40417
485.84245,0.40402
485.8425,0.4041
485.84255,0.40416
485.8426,0.40428
485.84265,0.40436
485.8427,0.40421
485.84275,0.40434
485.8428,0.4042
485.84285,0.40415
485.8429,0.40419
485.84295,0.40431
485.843,0.40415
485.84305,0.40409
485.8431,0.40411
485.84315,0.40423
485.8432,0.40426
485.84325,0.40422
485.8433,0.4042
485.84335,0.40421
485.8434,0.40423
485.84345,0.40416
485.8435,0.40409
485.84355,0.4041
485.8436,0.40416
485.84365,0.40417
485.8437,0.40417
485.84375,0.4041
485.8438,0.40405
485.84385,0.40411
485.8439,0.4041
485.84395,0.40414
485.844,0.40419
485.84405,0.40417
485.8441,0.40423
485.84415,0.40416
485.8442,0.40413
485.84425,0.40402
485.8443,0.40426
485.84435,0.40419
485.8444,0.40428
485.84445,0.40417
485.8445,0.40415
485.84455,0.40426
485.8446,0.40416
485.84465,0.40414
485.8447,0.4041
485.84475,0.40413
485.8448,0.40421
485.84485,0.40415
485.8449,0.40425
485.84495,0.40417
485.845,0.40433
485.84505,0.40415
485.8451,0.40409
485.84515,0.40421
485.8452,0.40422
485.84525,0.40427
485.8453,0.40416
485.84535,0.40421
485.8454,0.40432
485.84545,0.40426
485.8455,0.40409
485.84555,0.40419
485.8456,0.40417
485.84565,0.40421
485.8457,0.40423
485.84575,0.40427
485.8458,0.40408
485.84585,0.40419
485.8459,0.40419
485.84595,0.40421
485.846,0.40421
485.84605,0.40408
485.8461,0.4042
485.84615,0.40415
485.8462,0.40413
485.84625,0.40427
485.8463,0.40422
485.84635,0.40419
485.8464,0.404
485.84645,0.40417
485.8465,0.4043
485.84655,0.40423
485.8466,0.4042
485.84665,0.40415
485.8467,0.40419
485.84675,0.40423
485.8468,0.40434
485.84685,0.40411
485.8469,0.40414
485.84695,0.40414
485.847,0.40405
485.84705,0.40441
485.8471,0.40415
485.84715,0.40421
485.8472,0.4042
485.84725,0.4041
485.8473,0.40417
485.84735,0.40426
485.8474,0.40415
485.84745,0.40419
485.8475,0.40415
485.84755,0.40417
485.8476,0.40428
485.84765,0.40416
485.8477,0.40409
485.84775,0.4042
485.8478,0.40421
485.84785,0.40417
485.8479,0.40417
485.84795,0.40431
485.848,0.40416
485.84805,0.40422
485.8481,0.40421
485.84815,0.40403
485.8482,0.40422
485.84825,0.40414
485.8483,0.40422
485.84835,0.40419
485.8484,0.40414
485.84845,0.40413
485.8485,0.40415
485.84855,0.40416
485.8486,0.40411
485.84865,0.40422
485.8487,0.40415
485.84875,0.40431
485.8488,0.40413
485.84885,0.40411
485.8489,0.40413
485.84895,0.40434
485.849,0.40422
485.84905,0.40411
485.8491,0.40423
485.84915,0.40417
485.8492,0.40416
485.84925,0.40417
485.8493,0.40405
485.84935,0.40427
485.8494,0.40421
485.84945,0.40414
485.8495,0.40416
485.84955,0.4042
485.8496,0.40414
485.84965,0.40408
485.8497,0.40417
485.84975,0.40413
485.8498,0.40419
485.84985,0.40439
485.8499,0.40414
485.84995,0.40414
485.85,0.40413
485.85005,0.40417
485.8501,0.40411
485.85015,0.40421
485.8502,0.40404
485.85025,0.40413
485.8503,0.40421
485.85035,0.4042
485.8504,0.40417
485.85045,0.40419
485.8505,0.40423
485.85055,0.40406
485.8506,0.40422
485.85065,0.40423
485.8507,0.40416
485.85075,0.40419
485.8508,0.40415
485.85085,0.40417
485.8509,0.40415
485.85095,0.40427
485.851,0.40419
485.85105,0.40411
485.8511,0.40414
485.85115,0.40415
485.8512,0.40415
485.85125,0.4041
485.8513,0.40421
485.85135,0.40423
485.8514,0.40423
485.85145,0.40419
485.8515,0.40416
485.85155,0.40415
485.8516,0.40425
485.85165,0.40416
485.8517,0.40419
485.85175,0.40421
485.8518,0.40411
485.85185,0.40414
485.8519,0.4042
485.85195,0.40414
485.852,0.40421
485.85205,0.4042
485.8521,0.40426
485.85215,0.40432
485.8522,0.40414
485.85225,0.40426
485.8523,0.40417
485.85235,0.4041
485.8524,0.4042
485.85245,0.40422
485.8525,0.4041
485.85255,0.40421
485.8526,0.40414
485.85265,0.40422
485.8527,0.40425
485.85275,0.40405
485.8528,0.40432
485.85285,0.40409
485.8529,0.40425
485.85295,0.40413
485.853,0.40422
485.85305,0.40428
485.8531,0.40416
485.85315,0.40413
485.8532,0.4042
485.85325,0.40421
485.8533,0.40417
485.85335,0.40421
485.8534,0.40425
485.85345,0.40428
485.8535,0.40422
485.85355,0.4042
485.8536,0.40417
485.85365,0.40423
485.8537,0.40414
485.85375,0.40434
485.8538,0.4042
485.85385,0.40422
485.8539,0.40417
485.85395,0.40441
485.854,0.40408
485.85405,0.40422
485.8541,0.40415
485.85415,0.40415
485.8542,0.40414
485.85425,0.40411
485.8543,0.4042
485.85435,0.40417
485.8544,0.40415
485.85445,0.40419
485.8545,0.40414
485.85455,0.40427
485.8546,0.4042
485.85465,0.40431
485.8547,0.40426
485.85475,0.40411
485.8548,0.40416
485.85485,0.4042
485.8549,0.40419
485.85495,0.40405
485.855,0.40422
485.85505,0.40415
485.8551,0.40406
485.85515,0.40419
485.8552,0.40427
485.85525,0.40399
485.8553,0.4041
485.85535,0.40415
485.8554,0.40426
485.85545,0.40422
485.8555,0.40416
485.85555,0.4042
485.8556,0.40411
485.85565,0.40432
485.8557,0.40425
485.85575,0.40403
485.8558,0.40414
485.85585,0.40408
485.8559,0.40422
485.85595,0.4042
485.856,0.40419
485.85605,0.40427
485.8561,0.40413
485.85615,0.40421
485.8562,0.4043
485.85625,0.40405
485.8563,0.40432
485.85635,0.40421
485.8564,0.40415
485.85645,0.40411
485.8565,0.40414
485.85655,0.40425
485.8566,0.40409
485.85665,0.40409
485.8567,0.40422
485.85675,0.40434
485.8568,0.4042
485.85685,0.40421
485.8569,0.40413
485.85695,0.40409
485.857,0.40423
485.85705,0.40423
485.8571,0.40425
485.85715,0.4042
485.8572,0.40417
485.85725,0.4042
485.8573,0.40432
485.85735,0.40404
485.8574,0.4042
485.85745,0.40434
485.8575,0.40425
485.85755,0.40419
485.8576,0.40417
485.85765,0.40431
485.8577,0.4041
485.85775,0.40426
485.8578,0.40411
485.85785,0.4042
485.8579,0.40416
485.85795,0.40416
485.858,0.40406
485.85805,0.40426
485.8581,0.40416
485.85815,0.40411
485.8582,0.40415
485.85825,0.40417
485.8583,0.40421
485.85835,0.40409
485.8584,0.40413
485.85845,0.40414
485.8585,0.40411
485.85855,0.40413
485.8586,0.40398
485.85865,0.40409
485.8587,0.40425
485.85875,0.40423
485.8588,0.40428
485.85885,0.40426
485.8589,0.40419
485.85895,0.40421
485.859,0.40402
485.85905,0.40419
485.8591,0.40419
485.85915,0.4042
485.8592,0.40413
485.85925,0.40423
485.8593,0.40405
485.85935,0.40413
485.8594,0.4041
485.85945,0.40421
485.8595,0.4041
485.85955,0.40414
485.8596,0.40417
485.85965,0.4042
485.8597,0.40402
485.85975,0.4041
485.8598,0.40413
485.85985,0.40415
485.8599,0.40405
485.85995,0.40415
485.86,0.40416
485.86005,0.4042
485.8601,0.40427
485.86015,0.40422
485.8602,0.40414
485.86025,0.40419
485.8603,0.40419
485.86035,0.40414
485.8604,0.40415
485.86045,0.40437
485.8605,0.40416
485.86055,0.40416
485.8606,0.40421
485.86065,0.4041
485.8607,0.40422
485.86075,0.40426
485.8608,0.40437
485.86085,0.40423
485.8609,0.40411
485.86095,0.40414
485.861,0.40417
485.86105,0.40408
485.8611,0.40428
485.86115,0.40421
485.8612,0.40422
485.86125,0.40417
485.8613,0.40411
485.86135,0.40408
485.8614,0.40417
485.86145,0.40423
485.8615,0.40415
485.86155,0.40422
485.8616,0.40426
485.86165,0.40414
485.8617,0.40417
485.86175,0.40411
485.8618,0.40416
485.86185,0.40409
485.8619,0.40419
485.86195,0.4041
485.862,0.40416
485.86205,0.40404
485.8621,0.40414
485.86215,0.40422
485.8622,0.40411
485.86225,0.40409
485.8623,0.40427
485.86235,0.40417
485.8624,0.4042
485.86245,0.40414
485.8625,0.40417
485.86255,0.40413
485.8626,0.40414
485.86265,0.40436
485.8627,0.40415
485.86275,0.40415
485.8628,0.40433
485.86285,0.40414
485.8629,0.40421
485.86295,0.40432
485.863,0.40417
485.86305,0.40417
485.8631,0.40422
485.86315,0.40423
485.8632,0.40419
485.86325,0.40421
485.8633,0.40408
485.86335,0.40411
485.8634,0.40416
485.86345,0.4041
485.8635,0.40414
485.86355,0.40426
485.8636,0.40421
485.86365,0.40427
485.8637,0.4042
485.86375,0.40423
485.8638,0.40411
485.86385,0.40406
485.8639,0.40415
485.86395,0.40415
485.864,0.40419
485.86405,0.40411
485.8641,0.40409
485.86415,0.40409
485.8642,0.40408
485.86425,0.40417
485.8643,0.40416
485.86435,0.40411
485.8644,0.40426
485.86445,0.4042
485.8645,0.40416
485.86455,0.40414
485.8646,0.40411
485.86465,0.40415
485.8647,0.40411
485.86475,0.40442
485.8648,0.40404
485.86485,0.40411
485.8649,0.40421
485.86495,0.40404
485.865,0.40414
485.86505,0.4042
485.8651,0.40406
485.86515,0.40411
485.8652,0.4043
485.86525,0.40395
485.8653,0.40421
485.86535,0.40422
485.8654,0.40415
485.86545,0.40409
485.8655,0.40419
485.86555,0.40417
485.8656,0.40427
485.86565,0.40415
485.8657,0.40404
485.86575,0.40417
485.8658,0.40409
485.86585,0.40415
485.8659,0.40421
485.86595,0.40408
485.866,0.4041
485.86605,0.40406
485.8661,0.40411
485.86615,0.40417
485.8662,0.4042
485.86625,0.40419
485.8663,0.40427
485.86635,0.40409
485.8664,0.40422
485.86645,0.4041
485.8665,0.40411
485.86655,0.40417
485.8666,0.40402
485.86665,0.40422
485.8667,0.40417
485.86675,0.40414
485.8668,0.4042
485.86685,0.40433
485.8669,0.40416
485.86695,0.40405
485.867,0.40427
485.86705,0.40405
485.8671,0.40426
485.86715,0.40414
485.8672,0.40416
485.86725,0.40416
485.8673,0.40414
485.86735,0.4042
485.8674,0.40405
485.86745,0.40413
485.8675,0.40419
485.86755,0.4041
485.8676,0.40411
485.86765,0.40422
485.8677,0.40421
485.86775,0.40408
485.8678,0.40409
485.86785,0.40405
485.8679,0.4043
485.86795,0.40425
485.868,0.40421
485.86805,0.40416
485.8681,0.40413
485.86815,0.40416
485.8682,0.40416
485.86825,0.40415
485.8683,0.40417
485.86835,0.40422
485.8684,0.40411
485.86845,0.40421
485.8685,0.40423
485.86855,0.40411
485.8686,0.40415
485.86865,0.40411
485.8687,0.40423
485.86875,0.40434
485.8688,0.40421
485.86885,0.40431
485.8689,0.40425
485.86895,0.40417
485.869,0.40417
485.86905,0.40404
485.8691,0.40415
485.86915,0.40419
485.8692,0.40432
485.86925,0.40406
485.8693,0.40422
485.86935,0.40416
485.8694,0.40417
485.86945,0.40404
485.8695,0.40411
485.86955,0.4042
485.8696,0.40421
485.86965,0.40415
485.8697,0.40416
485.86975,0.40411
485.8698,0.40419
485.86985,0.40415
485.8699,0.40414
485.86995,0.40421
485.87,0.40414
485.87005,0.40417
485.8701,0.40419
485.87015,0.40432
485.8702,0.40415
485.87025,0.4042
485.8703,0.40425
485.87035,0.40404
485.8704,0.40406
485.87045,0.40421
485.8705,0.40425
485.87055,0.40406
485.8706,0.40411
485.87065,0.40416
485.8707,0.40426
485.87075,0.40415
485.8708,0.4042
485.87085,0.40431
485.8709,0.40413
485.87095,0.40421
485.871,0.40417
485.87105,0.40421
485.8711,0.40416
485.87115,0.40415
485.8712,0.40414
485.87125,0.40416
485.8713,0.4042
485.87135,0.40405
485.8714,0.40419
485.87145,0.40419
485.8715,0.40406
485.87155,0.40411
485.8716,0.40414
485.87165,0.40432
485.8717,0.40414
485.87175,0.40415
485.8718,0.40417
485.87185,0.40421
485.8719,0.40413
485.87195,0.40408
485.872,0.40408
485.87205,0.40413
485.8721,0.40422
485.87215,0.40417
485.8722,0.40411
485.87225,0.40419
485.8723,0.40425
485.87235,0.40415
485.8724,0.40422
485.87245,0.40425
485.8725,0.40408
485.87255,0.40422
485.8726,0.40415
485.87265,0.40421
485.8727,0.40404
485.87275,0.40426
485.8728,0.40413
485.87285,0.40416
485.8729,0.40405
485.87295,0.40408
485.873,0.40421
485.87305,0.40416
485.8731,0.40419
485.87315,0.40417
485.8732,0.40432
485.87325,0.40419
485.8733,0.4043
485.87335,0.40423
485.8734,0.40411
485.87345,0.4042
485.8735,0.40408
485.87355,0.40425
485.8736,0.40415
485.87365,0.40416
485.8737,0.40409
485.87375,0.40408
485.8738,0.40408
485.87385,0.40422
485.8739,0.40421
485.87395,0.40426
485.874,0.40422
485.87405,0.40415
485.8741,0.4041
485.87415,0.4042
485.8742,0.40417
485.87425,0.40417
485.8743,0.4042
485.87435,0.40419
485.8744,0.40417
485.87445,0.40417
485.8745,0.40417
485.87455,0.40421
485.8746,0.40413
485.87465,0.40421
485.8747,0.4042
485.87475,0.40421
485.8748,0.4042
485.87485,0.4043
485.8749,0.40422
485.87495,0.40406
485.875,0.40423
485.87505,0.40421
485.8751,0.40422
485.87515,0.40422
485.8752,0.40419
485.87525,0.40414
485.8753,0.40426
485.87535,0.4041
485.8754,0.40417
485.87545,0.40419
485.8755,0.40423
485.87555,0.40421
485.8756,0.40409
485.87565,0.40419
485.8757,0.40427
485.87575,0.40422
485.8758,0.40411
485.87585,0.40414
485.8759,0.40419
485.87595,0.40416
485.876,0.40427
485.87605,0.40413
485.8761,0.40423
485.87615,0.40422
485.8762,0.40423
485.87625,0.40413
485.8763,0.40427
485.87635,0.40417
485.8764,0.40415
485.87645,0.40419
485.8765,0.40425
485.87655,0.40423
485.8766,0.40414
485.87665,0.40416
485.8767,0.40414
485.87675,0.40417
485.8768,0.40416
485.87685,0.40411
485.8769,0.40417
485.87695,0.40409
485.877,0.40417
485.87705,0.4042
485.8771,0.40405
485.87715,0.40422
485.8772,0.40419
485.87725,0.40417
485.8773,0.40415
485.87735,0.40422
485.8774,0.40415
485.87745,0.40403
485.8775,0.40421
485.87755,0.404
485.8776,0.40415
485.87765,0.4041
485.8777,0.4043
485.87775,0.4041
485.8778,0.40406
485.87785,0.4041
485.8779,0.40406
485.87795,0.40414
485.878,0.40409
485.87805,0.40428
485.8781,0.40425
485.87815,0.40408
485.8782,0.40404
485.87825,0.40422
485.8783,0.40414
485.87835,0.40423
485.8784,0.40426
485.87845,0.40422
485.8785,0.4041
485.87855,0.4043
485.8786,0.40425
485.87865,0.40425
485.8787,0.40417
485.87875,0.40427
485.8788,0.40415
485.87885,0.40419
485.8789,0.40426
485.87895,0.40419
485.879,0.40411
485.87905,0.40415
485.8791,0.4041
485.87915,0.40417
485.8792,0.40428
485.87925,0.40414
485.8793,0.40417
485.87935,0.40415
485.8794,0.40411
485.87945,0.40434
485.8795,0.40431
485.87955,0.40405
485.8796,0.40411
485.87965,0.40419
485.8797,0.40419
485.87975,0.40428
485.8798,0.40415
485.87985,0.40416
485.8799,0.40409
485.87995,0.40421
485.88,0.40425
485.88005,0.40423
485.8801,0.40419
485.88015,0.40417
485.8802,0.4041
485.88025,0.40428
485.8803,0.40426
485.88035,0.40408
485.8804,0.40417
485.88045,0.40426
485.8805,0.4043
485.88055,0.4043
485.8806,0.40421
485.88065,0.40409
485.8807,0.40432
